,名前,天気,ラウンド,頭数,枠番,馬番,斥量,フィールド,距離,馬場,馬場指数,タイム指数,馬体重,着順
1004,1,0,2,15,4,6,54.0,9,1200,0,4.0,31.0,444.0,5
1005,1,0,1,13,3,3,55.0,0,1600,0,-7.0,56.0,456.0,5
1006,1,0,2,15,7,13,53.0,9,1200,0,4.0,78.0,410.0,1
1007,1,0,1,10,5,5,54.0,0,1200,0,-7.0,17.0,450.0,5
1008,1,0,2,15,3,5,55.0,0,1400,0,-7.0,74.0,430.0,1
1009,1,0,1,13,5,7,54.0,0,1600,0,-7.0,53.0,482.0,5
1010,1,0,2,15,2,3,51.0,9,1200,0,-9.0,71.0,396.0,5
1011,1,0,1,13,1,1,54.0,0,1600,0,-7.0,43.0,462.0,5
1012,1,0,2,15,4,7,53.0,9,1200,0,-9.0,56.0,452.0,5
1013,1,0,1,13,8,13,55.0,0,1600,0,-7.0,74.0,546.0,1
1014,1,0,1,15,3,5,55.0,0,1700,0,3.0,68.0,504.0,1
1015,1,0,3,11,8,10,54.0,9,2000,0,-9.0,83.0,410.0,5
1016,1,0,1,10,8,9,55.0,0,1200,0,-7.0,55.0,456.0,5
1017,1,0,2,15,1,1,55.0,9,1200,0,4.0,52.0,484.0,5
1018,1,0,2,15,8,15,54.0,9,1200,0,4.0,79.0,448.0,1
1019,1,0,1,10,1,1,55.0,0,1200,0,-7.0,34.0,420.0,5
1020,1,0,3,11,8,10,55.0,9,2000,0,4.0,76.0,498.0,5
1021,1,0,1,15,1,1,54.0,0,1700,0,3.0,59.0,488.0,1
1022,1,0,2,15,6,12,51.0,9,1200,0,-9.0,0.0,488.0,1
1023,1,0,2,15,6,10,54.0,0,1400,0,-7.0,53.0,488.0,5
1024,1,0,1,15,4,6,53.0,0,1700,0,3.0,58.0,498.0,5
1025,1,0,3,11,7,9,54.0,9,2000,0,-9.0,82.0,434.0,5
1026,1,0,3,11,6,6,54.0,9,2000,0,-9.0,79.0,468.0,5
1027,1,0,2,15,5,10,55.0,9,1200,0,-9.0,78.0,490.0,5
1028,1,0,1,13,6,9,55.0,0,1600,0,-7.0,49.0,444.0,5
1029,1,0,2,15,8,14,54.0,9,1200,0,4.0,75.0,460.0,5
1030,1,0,3,11,7,9,54.0,9,2000,0,4.0,59.0,452.0,5
1031,1,0,3,11,6,6,54.0,9,2000,0,4.0,79.0,478.0,5
1032,1,0,1,15,7,12,55.0,0,1700,0,3.0,21.0,518.0,5
1035,1,0,11,16,1,1,54.0,9,1400,0,3.0,107.0,458.0,5
1036,1,0,11,16,5,10,56.0,9,1400,0,3.0,105.0,490.0,5
1037,1,0,11,16,6,11,56.0,9,1400,0,3.0,86.0,492.0,5
1038,1,0,11,16,7,13,56.0,9,1400,0,3.0,109.0,498.0,5
1039,1,0,11,16,3,5,56.0,9,1400,0,3.0,110.0,512.0,5
1040,1,0,11,16,3,6,56.0,9,1400,0,3.0,112.0,506.0,5
1041,1,0,11,16,8,15,56.0,9,1400,0,3.0,102.0,502.0,5
1042,1,0,11,16,7,14,54.0,9,1400,0,3.0,110.0,452.0,5
1043,1,0,11,16,6,12,56.0,9,1400,0,3.0,103.0,502.0,5
1044,1,0,11,16,4,8,56.0,9,1400,0,3.0,109.0,464.0,5
1045,1,0,11,16,2,3,54.0,9,1400,0,3.0,99.0,478.0,5
1046,1,0,11,16,8,16,57.0,9,1400,0,3.0,110.0,494.0,1
1047,1,0,11,16,2,4,56.0,9,1400,0,3.0,112.0,500.0,1
1048,1,0,11,16,4,7,56.0,9,1400,0,3.0,108.0,524.0,5
1049,1,0,11,16,1,2,58.0,9,1400,0,3.0,108.0,482.0,1
1050,1,0,11,16,5,9,56.0,9,1400,0,3.0,109.0,490.0,5
1056,1,0,9,8,3,3,55.0,9,1800,0,3.0,98.0,436.0,1
1057,1,0,9,8,2,2,55.0,9,1800,0,3.0,96.0,464.0,1
1058,1,0,9,8,6,6,54.0,9,1800,0,3.0,71.0,438.0,5
1059,1,0,9,8,5,5,55.0,9,1800,0,3.0,86.0,488.0,5
1060,1,0,9,8,4,4,55.0,9,1800,0,3.0,86.0,462.0,5
1061,1,0,9,8,8,8,55.0,9,1800,0,3.0,83.0,504.0,5
1062,1,0,9,8,7,7,55.0,9,1800,0,3.0,87.0,438.0,5
1063,1,0,9,8,1,1,55.0,9,1800,0,3.0,96.0,438.0,1
1064,1,0,10,13,8,12,55.0,9,1800,0,-10.0,84.0,446.0,5
1065,1,0,10,13,5,6,53.0,9,1800,0,-10.0,91.0,446.0,5
1066,1,0,10,13,1,1,55.0,9,1800,0,-10.0,85.0,472.0,5
1067,1,0,10,13,6,9,55.0,9,1800,0,-10.0,81.0,454.0,5
1068,1,0,10,13,8,13,57.0,9,1800,0,-10.0,90.0,472.0,5
1069,1,0,10,13,4,4,55.0,9,1800,0,-10.0,91.0,498.0,1
1070,1,0,10,13,4,5,57.0,9,1800,0,-10.0,95.0,436.0,1
1071,1,0,10,13,2,2,53.0,9,1800,0,-10.0,88.0,436.0,5
1072,1,0,10,13,7,10,55.0,9,1800,0,-10.0,91.0,422.0,1
1073,1,0,10,13,7,11,53.0,9,1800,0,-10.0,87.0,462.0,5
1074,1,0,10,13,5,7,53.0,9,1800,0,-10.0,89.0,438.0,5
1075,1,0,10,13,3,3,55.0,9,1800,0,-10.0,88.0,464.0,5
1076,1,0,10,13,6,8,57.0,9,1800,0,-10.0,89.0,478.0,5
1102,1,0,9,16,2,3,53.0,0,2100,0,-8.0,92.0,524.0,5
1103,1,0,9,16,8,15,53.0,0,2100,0,-8.0,84.0,550.0,5
1104,1,0,9,16,7,13,54.0,0,2100,0,-8.0,98.0,500.0,5
1105,1,0,9,16,3,6,54.0,0,2100,0,-8.0,90.0,504.0,5
1106,1,0,9,16,7,14,54.0,0,2100,0,-8.0,90.0,474.0,5
1107,1,0,9,16,2,4,55.0,0,2100,0,-8.0,109.0,480.0,1
1108,1,0,9,16,4,7,54.0,0,2100,0,-8.0,79.0,552.0,5
1109,1,0,9,16,5,10,52.0,0,2100,0,-8.0,86.0,494.0,5
1110,1,0,9,16,3,5,53.0,0,2100,0,-8.0,103.0,494.0,1
1111,1,0,9,16,1,1,55.0,0,2100,0,-8.0,75.0,470.0,5
1112,1,0,9,16,1,2,53.0,0,2100,0,-8.0,85.0,490.0,5
1113,1,0,9,16,6,12,54.0,0,2100,0,-8.0,101.0,462.0,1
1114,1,0,9,16,5,9,53.0,0,2100,0,-8.0,84.0,510.0,5
1115,1,0,9,16,8,16,53.0,0,2100,0,-8.0,91.0,466.0,5
1116,1,0,9,16,4,8,54.0,0,2100,0,-8.0,82.0,556.0,5
1117,1,0,9,16,6,11,55.0,0,2100,0,-8.0,86.0,474.0,5
1118,1,0,12,15,2,2,53.0,0,1700,0,3.0,77.0,470.0,5
1119,1,0,12,15,4,6,55.0,0,1700,0,3.0,83.0,490.0,5
1120,1,0,12,15,7,12,55.0,0,1700,0,3.0,87.0,472.0,5
1121,1,0,12,15,8,15,55.0,0,1700,0,3.0,81.0,478.0,5
1122,1,0,12,15,6,10,55.0,0,1700,0,3.0,76.0,426.0,5
1123,1,0,12,15,2,3,53.0,0,1700,0,3.0,90.0,468.0,1
1124,1,0,12,15,7,13,55.0,0,1700,0,3.0,87.0,480.0,5
1125,1,0,12,15,5,8,55.0,0,1700,0,3.0,79.0,484.0,5
1126,1,0,12,15,5,9,55.0,0,1700,0,3.0,80.0,484.0,5
1127,1,0,12,15,4,7,53.0,0,1700,0,3.0,67.0,428.0,5
1128,1,0,12,15,8,14,53.0,0,1700,0,3.0,85.0,464.0,5
1129,1,0,12,15,3,5,55.0,0,1700,0,3.0,89.0,460.0,1
1130,1,0,12,15,6,11,55.0,0,1700,0,3.0,80.0,446.0,5
1131,1,0,12,15,1,1,55.0,0,1700,0,3.0,82.0,454.0,5
1132,1,0,12,15,3,4,55.0,0,1700,0,3.0,90.0,506.0,1
1133,1,0,10,12,2,2,57.0,9,2400,0,3.0,106.0,500.0,1
1134,1,0,10,12,4,4,57.0,9,2400,0,3.0,102.0,418.0,5
1135,1,0,10,12,8,11,57.0,9,2400,0,3.0,97.0,468.0,5
1136,1,0,10,12,3,3,57.0,9,2400,0,3.0,103.0,498.0,5
1137,1,0,10,12,6,8,57.0,9,2400,0,3.0,98.0,454.0,5
1138,1,0,10,12,6,7,57.0,9,2400,0,3.0,104.0,484.0,1
1139,1,0,10,12,7,10,57.0,9,2400,0,3.0,100.0,488.0,5
1140,1,0,10,12,1,1,57.0,9,2400,0,3.0,100.0,484.0,5
1141,1,0,10,12,8,12,57.0,9,2400,0,3.0,104.0,518.0,5
1142,1,0,10,12,5,5,54.0,9,2400,0,3.0,106.0,498.0,1
1143,1,0,10,12,7,9,57.0,9,2400,0,3.0,0.0,426.0,1
1144,1,0,10,12,5,6,54.0,9,2400,0,3.0,98.0,462.0,5
1149,1,0,11,14,5,7,57.0,9,2000,0,-10.0,92.0,480.0,5
1150,1,0,11,14,2,2,57.0,9,2000,0,-10.0,92.0,462.0,1
1151,1,0,11,14,4,6,55.0,9,2000,0,-10.0,93.0,420.0,5
1152,1,0,11,14,7,12,55.0,9,2000,0,-10.0,87.0,520.0,5
1153,1,0,11,14,6,10,57.0,9,2000,0,-10.0,84.0,426.0,5
1154,1,0,11,14,3,3,55.0,9,2000,0,-10.0,89.0,486.0,5
1155,1,0,11,14,4,5,57.0,9,2000,0,-10.0,93.0,466.0,5
1156,1,0,11,14,7,11,55.0,9,2000,0,-10.0,81.0,496.0,5
1157,1,0,11,14,1,1,55.0,9,2000,0,-10.0,95.0,518.0,1
1158,1,0,11,14,8,14,57.0,9,2000,0,-10.0,85.0,454.0,5
1159,1,0,11,14,6,9,55.0,9,2000,0,-10.0,92.0,508.0,1
1160,1,0,11,14,5,8,55.0,9,2000,0,-10.0,83.0,468.0,5
1161,1,0,11,14,8,13,57.0,9,2000,0,-10.0,90.0,498.0,5
1162,1,0,11,14,3,4,57.0,9,2000,0,-10.0,92.0,498.0,5
1171,1,0,10,18,5,10,54.0,9,1600,0,-10.0,93.0,488.0,5
1172,1,0,10,18,7,15,54.0,9,1600,0,-10.0,104.0,484.0,5
1173,1,0,10,18,8,17,54.0,9,1600,0,-10.0,107.0,490.0,5
1174,1,0,10,18,6,11,52.0,9,1600,0,-10.0,95.0,446.0,5
1175,1,0,10,18,3,6,55.0,9,1600,0,-10.0,102.0,468.0,5
1176,1,0,10,18,1,2,54.0,9,1600,0,-10.0,95.0,470.0,5
1177,1,0,10,18,7,13,53.0,9,1600,0,-10.0,105.0,468.0,5
1178,1,0,10,18,2,3,54.0,9,1600,0,-10.0,87.0,452.0,5
1179,1,0,10,18,4,7,50.0,9,1600,0,-10.0,102.0,468.0,5
1180,1,0,10,18,8,18,53.0,9,1600,0,-10.0,109.0,472.0,5
1181,1,0,10,18,3,5,54.0,9,1600,0,-10.0,96.0,492.0,5
1182,1,0,10,18,7,14,53.0,9,1600,0,-10.0,103.0,470.0,5
1183,1,0,10,18,1,1,56.0,9,1600,0,-10.0,96.0,516.0,5
1184,1,0,10,18,4,8,54.0,9,1600,0,-10.0,109.0,504.0,1
1185,1,0,10,18,2,4,55.0,9,1600,0,-10.0,103.0,454.0,5
1186,1,0,10,18,5,9,54.0,9,1600,0,-10.0,96.0,454.0,5
1187,1,0,10,18,6,12,56.0,9,1600,0,-10.0,108.0,492.0,1
1188,1,0,10,18,8,16,55.0,9,1600,0,-10.0,112.0,448.0,1
1194,1,0,11,16,4,7,54.0,9,1600,0,-10.0,85.0,450.0,5
1195,1,0,11,16,3,5,54.0,9,1600,0,-10.0,86.0,484.0,5
1196,1,0,11,16,2,4,54.0,9,1600,0,-10.0,87.0,518.0,5
1197,1,0,11,16,6,12,54.0,9,1600,0,-10.0,60.0,406.0,5
1198,1,0,11,16,1,1,54.0,9,1600,0,-10.0,64.0,410.0,5
1199,1,0,11,16,7,14,54.0,9,1600,0,-10.0,92.0,476.0,1
1200,1,0,11,16,5,9,54.0,9,1600,0,-10.0,74.0,454.0,5
1201,1,0,11,16,8,15,54.0,9,1600,0,-10.0,88.0,442.0,5
1202,1,0,11,16,2,3,54.0,9,1600,0,-10.0,83.0,434.0,5
1203,1,0,11,16,8,16,54.0,9,1600,0,-10.0,82.0,454.0,5
1204,1,0,11,16,3,6,54.0,9,1600,0,-10.0,91.0,450.0,1
1205,1,0,11,16,1,2,54.0,9,1600,0,-10.0,88.0,420.0,5
1206,1,0,11,16,7,13,54.0,9,1600,0,-10.0,89.0,438.0,1
1207,1,0,11,16,6,11,54.0,9,1600,0,-10.0,83.0,402.0,5
1208,1,0,11,16,5,10,54.0,9,1600,0,-10.0,78.0,486.0,5
1209,1,0,11,16,4,8,54.0,9,1600,0,-10.0,86.0,440.0,5
1258,1,0,12,14,1,1,57.0,0,1800,0,-8.0,78.0,468.0,5
1259,1,0,12,14,3,4,55.0,0,1800,0,-8.0,89.0,510.0,5
1260,1,0,12,14,6,10,57.0,0,1800,0,-8.0,87.0,466.0,5
1261,1,0,12,14,4,6,55.0,0,1800,0,-8.0,97.0,518.0,1
1262,1,0,12,14,8,14,57.0,0,1800,0,-8.0,83.0,498.0,5
1263,1,0,12,14,5,7,57.0,0,1800,0,-8.0,45.0,508.0,5
1264,1,0,12,14,7,11,55.0,0,1800,0,-8.0,111.0,488.0,1
1265,1,0,12,14,4,5,57.0,0,1800,0,-8.0,88.0,484.0,5
1266,1,0,12,14,3,3,52.0,0,1800,0,-8.0,92.0,418.0,5
1267,1,0,12,14,8,13,56.0,0,1800,0,-8.0,87.0,454.0,5
1268,1,0,12,14,5,8,55.0,0,1800,0,-8.0,103.0,536.0,1
1269,1,0,12,14,2,2,55.0,0,1800,0,-8.0,56.0,458.0,5
1270,1,0,12,14,7,12,52.0,0,1800,0,-8.0,76.0,476.0,5
1271,1,0,12,14,6,9,57.0,0,1800,0,-8.0,64.0,492.0,5
1272,1,0,12,11,7,8,53.0,0,1300,0,-8.0,92.0,476.0,1
1273,1,0,7,11,8,11,53.0,0,1600,0,-8.0,78.0,498.0,5
1274,1,0,8,12,7,9,55.0,9,2000,0,-10.0,88.0,480.0,5
1275,1,0,6,12,2,2,53.0,0,1800,0,-8.0,80.0,482.0,5
1276,1,0,8,15,2,3,55.0,0,1150,0,3.0,74.0,498.0,5
1277,1,0,9,14,3,4,56.0,9,1200,0,-10.0,75.0,464.0,5
1278,1,0,6,12,8,12,52.0,0,1700,0,3.0,89.0,476.0,1
1279,1,0,8,16,1,1,55.0,0,1400,0,-8.0,84.0,472.0,5
1280,1,0,8,12,5,6,55.0,9,2000,0,-10.0,91.0,496.0,1
1281,1,0,6,12,1,1,54.0,0,1700,0,3.0,85.0,498.0,5
1282,1,0,6,12,7,10,53.0,0,1800,0,-8.0,93.0,440.0,1
1283,1,0,3,15,5,8,52.0,0,1700,0,3.0,56.0,466.0,5
1284,1,0,8,16,6,11,55.0,0,1400,0,-8.0,93.0,448.0,5
1285,1,0,12,11,8,10,55.0,0,1300,0,-8.0,66.0,498.0,5
1286,1,0,8,12,4,4,55.0,9,2000,0,-10.0,87.0,488.0,5
1287,1,0,8,16,7,14,55.0,0,1400,0,-8.0,61.0,466.0,5
1288,1,0,8,15,2,2,55.0,0,1150,0,3.0,59.0,462.0,5
1289,1,0,3,15,6,11,55.0,0,1700,0,3.0,62.0,504.0,5
1290,1,0,3,15,2,2,55.0,0,1700,0,3.0,62.0,474.0,5
1291,1,0,7,14,7,12,50.0,9,1200,0,-10.0,80.0,436.0,5
1292,1,0,8,15,4,6,54.0,0,1150,0,3.0,75.0,488.0,5
1293,1,0,7,11,2,2,53.0,0,1600,0,-8.0,66.0,510.0,5
1294,1,0,8,12,6,8,57.0,9,2000,0,-10.0,88.0,480.0,5
1295,1,0,9,14,6,10,53.0,9,1200,0,-10.0,93.0,470.0,1
1296,1,0,8,16,2,3,53.0,0,1400,0,-8.0,92.0,500.0,5
1297,1,0,7,14,4,6,53.0,9,1200,0,-10.0,94.0,468.0,1
1298,1,0,6,12,6,7,55.0,0,1700,0,3.0,75.0,482.0,5
1299,1,0,7,11,5,5,53.0,0,1600,0,-8.0,78.0,438.0,5
1300,1,0,6,12,6,8,52.0,0,1700,0,3.0,30.0,472.0,5
1301,1,0,8,15,3,4,54.0,0,1150,0,3.0,80.0,458.0,1
1302,1,0,8,15,1,1,55.0,0,1150,0,3.0,82.0,442.0,1
1303,1,0,9,14,1,1,53.0,9,1200,0,-10.0,81.0,420.0,5
1304,1,0,8,12,3,3,53.0,9,2000,0,-10.0,88.0,450.0,1
1305,1,0,7,11,3,3,53.0,0,1600,0,-8.0,79.0,458.0,5
1306,1,0,7,13,7,12,53.0,9,1400,0,3.0,98.0,400.0,1
1307,1,0,7,13,8,14,53.0,9,1400,0,3.0,91.0,412.0,5
1308,1,0,7,14,3,4,53.0,9,1200,0,-10.0,91.0,464.0,5
1309,1,0,9,14,6,9,53.0,9,1200,0,-10.0,83.0,476.0,5
1310,1,0,3,15,4,7,54.0,0,1700,0,3.0,62.0,484.0,5
1311,1,0,7,11,6,7,55.0,0,1600,0,-8.0,83.0,448.0,5
1312,1,0,8,16,6,12,57.0,0,1400,0,-8.0,93.0,494.0,1
1313,1,0,7,14,6,10,55.0,9,1200,0,-10.0,91.0,486.0,1
1314,1,0,7,14,4,5,55.0,9,1200,0,-10.0,78.0,480.0,5
1315,1,0,9,14,2,2,55.0,9,1200,0,-10.0,80.0,546.0,5
1316,1,0,12,11,6,7,55.0,0,1300,0,-8.0,83.0,472.0,5
1317,1,0,7,11,7,8,53.0,0,1600,0,-8.0,83.0,492.0,5
1318,1,0,8,15,6,11,55.0,0,1150,0,3.0,71.0,448.0,5
1319,1,0,8,15,5,9,57.0,0,1150,0,3.0,65.0,562.0,5
1320,1,0,8,16,4,7,55.0,0,1400,0,-8.0,81.0,474.0,5
1321,1,0,6,12,8,11,53.0,0,1800,0,-8.0,74.0,484.0,5
1322,1,0,12,11,2,2,55.0,0,1300,0,-8.0,78.0,494.0,5
1323,1,0,7,11,6,6,52.0,0,1600,0,-8.0,84.0,456.0,1
1324,1,0,6,12,7,9,53.0,0,1700,0,3.0,66.0,462.0,5
1325,1,0,8,16,4,8,55.0,0,1400,0,-8.0,81.0,468.0,5
1326,1,0,8,15,7,12,53.0,0,1150,0,3.0,72.0,446.0,5
1327,1,0,3,15,8,14,57.0,0,1700,0,3.0,69.0,484.0,1
1328,1,0,8,15,6,10,55.0,0,1150,0,3.0,75.0,464.0,5
1329,1,0,9,14,5,8,54.0,9,1200,0,-10.0,91.0,502.0,1
1330,1,0,9,14,4,5,53.0,9,1200,0,-10.0,91.0,464.0,1
1331,1,0,7,14,6,9,52.0,9,1200,0,-10.0,86.0,468.0,5
1332,1,0,8,15,7,13,53.0,0,1150,0,3.0,59.0,476.0,5
1333,1,0,6,12,5,6,55.0,0,1700,0,3.0,67.0,492.0,5
1334,1,0,9,14,7,11,53.0,9,1200,0,-10.0,90.0,450.0,5
1335,1,0,9,14,8,13,54.0,9,1200,0,-10.0,75.0,438.0,5
1336,1,0,3,15,3,4,52.0,0,1700,0,3.0,63.0,440.0,5
1337,1,0,3,15,1,1,55.0,0,1700,0,3.0,69.0,470.0,5
1338,1,0,6,12,7,9,53.0,0,1800,0,-8.0,84.0,496.0,1
1339,1,0,8,12,5,5,52.0,9,2000,0,-10.0,87.0,408.0,5
1340,1,0,7,14,8,14,52.0,9,1200,0,-10.0,86.0,444.0,5
1341,1,0,7,13,3,3,57.0,9,1400,0,3.0,87.0,486.0,5
1342,1,0,6,12,5,5,54.0,0,1700,0,3.0,75.0,518.0,5
1343,1,0,6,12,8,11,57.0,0,1700,0,3.0,40.0,488.0,5
1344,1,0,7,11,7,9,53.0,0,1600,0,-8.0,84.0,438.0,1
1345,1,0,8,12,2,2,55.0,9,2000,0,-10.0,80.0,472.0,5
1346,1,0,7,13,8,13,53.0,9,1400,0,3.0,94.0,422.0,5
1347,1,0,9,14,4,6,55.0,9,1200,0,-10.0,86.0,458.0,5
1348,1,0,7,13,2,2,52.0,9,1400,0,3.0,75.0,412.0,5
1349,1,0,3,15,6,10,56.0,0,1700,0,3.0,69.0,468.0,5
1350,1,0,8,15,8,14,55.0,0,1150,0,3.0,69.0,472.0,5
1351,1,0,3,15,5,9,53.0,0,1700,0,3.0,39.0,502.0,5
1352,1,0,7,11,4,4,55.0,0,1600,0,-8.0,79.0,492.0,5
1353,1,0,7,14,1,1,55.0,9,1200,0,-10.0,74.0,442.0,5
1354,1,0,7,13,5,7,55.0,9,1400,0,3.0,88.0,506.0,5
1355,1,0,12,11,6,6,55.0,0,1300,0,-8.0,80.0,490.0,5
1356,1,0,8,12,1,1,53.0,9,2000,0,-10.0,83.0,444.0,5
1357,1,0,12,11,3,3,55.0,0,1300,0,-8.0,93.0,482.0,1
1358,1,0,3,15,7,12,53.0,0,1700,0,3.0,63.0,482.0,5
1359,1,0,7,14,7,11,50.0,9,1200,0,-10.0,73.0,482.0,5
1360,1,0,6,12,7,10,55.0,0,1700,0,3.0,89.0,466.0,1
1361,1,0,7,13,4,6,55.0,9,1400,0,3.0,90.0,412.0,5
1362,1,0,6,12,3,3,52.0,0,1700,0,3.0,67.0,480.0,5
1363,1,0,7,14,2,2,53.0,9,1200,0,-10.0,91.0,460.0,1
1364,1,0,12,11,4,4,57.0,0,1300,0,-8.0,52.0,520.0,5
1365,1,0,8,15,5,8,55.0,0,1150,0,3.0,72.0,488.0,5
1366,1,0,8,16,2,4,53.0,0,1400,0,-8.0,77.0,432.0,5
1367,1,0,6,12,2,2,56.0,0,1700,0,3.0,89.0,470.0,1
1368,1,0,8,12,7,10,55.0,9,2000,0,-10.0,92.0,494.0,1
1369,1,0,7,13,6,10,53.0,9,1400,0,3.0,87.0,422.0,5
1370,1,0,6,12,6,8,55.0,0,1800,0,-8.0,71.0,440.0,5
1371,1,0,8,15,4,7,54.0,0,1150,0,3.0,77.0,458.0,5
1372,1,0,9,14,5,7,54.0,9,1200,0,-10.0,81.0,482.0,5
1373,1,0,7,14,8,13,53.0,9,1200,0,-10.0,87.0,430.0,5
1374,1,0,6,12,3,3,53.0,0,1800,0,-8.0,84.0,526.0,5
1375,1,0,7,13,6,9,53.0,9,1400,0,3.0,96.0,460.0,1
1376,1,0,7,13,7,11,55.0,9,1400,0,3.0,92.0,490.0,5
1377,1,0,8,16,3,6,55.0,0,1400,0,-8.0,78.0,500.0,5
1378,1,0,8,16,7,13,53.0,0,1400,0,-8.0,63.0,452.0,5
1379,1,0,8,16,8,15,57.0,0,1400,0,-8.0,58.0,452.0,5
1380,1,0,6,12,5,5,52.0,0,1800,0,-8.0,84.0,456.0,5
1381,1,0,6,12,8,12,52.0,0,1800,0,-8.0,75.0,458.0,5
1382,1,0,12,11,7,9,55.0,0,1300,0,-8.0,80.0,430.0,5
1383,1,0,7,13,1,1,53.0,9,1400,0,3.0,0.0,476.0,5
1384,1,0,8,12,8,12,53.0,9,2000,0,-10.0,87.0,478.0,5
1385,1,0,6,12,5,6,53.0,0,1800,0,-8.0,71.0,522.0,5
1386,1,0,7,11,1,1,55.0,0,1600,0,-8.0,60.0,440.0,5
1387,1,0,9,14,8,14,52.0,9,1200,0,-10.0,78.0,464.0,5
1388,1,0,8,16,1,2,55.0,0,1400,0,-8.0,93.0,492.0,1
1389,1,0,8,16,3,5,55.0,0,1400,0,-8.0,72.0,474.0,5
1390,1,0,12,11,8,11,57.0,0,1300,0,-8.0,87.0,502.0,1
1391,1,0,6,12,6,7,55.0,0,1800,0,-8.0,93.0,452.0,1
1392,1,0,8,15,8,15,57.0,0,1150,0,3.0,55.0,464.0,5
1393,1,0,8,12,8,11,55.0,9,2000,0,-10.0,86.0,514.0,5
1394,1,0,3,15,8,15,53.0,0,1700,0,3.0,70.0,448.0,1
1395,1,0,7,13,3,4,57.0,9,1400,0,3.0,91.0,478.0,5
1396,1,0,12,11,5,5,55.0,0,1300,0,-8.0,84.0,512.0,5
1397,1,0,7,14,3,3,51.0,9,1200,0,-10.0,87.0,428.0,5
1398,1,0,6,12,4,4,52.0,0,1700,0,3.0,82.0,462.0,5
1399,1,0,6,12,4,4,55.0,0,1800,0,-8.0,75.0,444.0,5
1400,1,0,9,14,3,3,55.0,9,1200,0,-10.0,73.0,512.0,5
1401,1,0,9,14,7,12,54.0,9,1200,0,-10.0,87.0,448.0,5
1402,1,0,6,12,1,1,53.0,0,1800,0,-8.0,78.0,492.0,5
1403,1,0,7,14,5,7,53.0,9,1200,0,-10.0,86.0,474.0,5
1404,1,0,3,15,7,13,52.0,0,1700,0,3.0,60.0,442.0,5
1405,1,0,7,13,5,8,53.0,9,1400,0,3.0,93.0,446.0,1
1406,1,0,12,11,1,1,55.0,0,1300,0,-8.0,66.0,514.0,5
1407,1,0,3,15,2,3,52.0,0,1700,0,3.0,72.0,462.0,1
1408,1,0,8,16,5,10,54.0,0,1400,0,-8.0,96.0,470.0,1
1409,1,0,7,11,8,10,55.0,0,1600,0,-8.0,86.0,474.0,1
1410,1,0,8,16,5,9,57.0,0,1400,0,-8.0,61.0,528.0,5
1411,1,0,8,15,3,5,54.0,0,1150,0,3.0,84.0,478.0,1
1412,1,0,3,15,3,5,57.0,0,1700,0,3.0,61.0,422.0,5
1413,1,0,8,12,6,7,57.0,9,2000,0,-10.0,84.0,504.0,5
1414,1,0,7,13,4,5,53.0,9,1400,0,3.0,75.0,504.0,5
1415,1,0,8,16,8,16,57.0,0,1400,0,-8.0,86.0,538.0,5
1416,1,0,3,15,4,6,57.0,0,1700,0,3.0,68.0,490.0,5
1417,1,0,7,14,5,8,54.0,9,1200,0,-10.0,78.0,458.0,5
1418,1,0,2,12,3,3,55.0,9,1600,0,-10.0,89.0,504.0,1
1419,1,0,3,13,4,4,54.0,9,1800,0,3.0,99.0,486.0,1
1420,1,0,1,12,6,8,54.0,0,1600,0,-8.0,74.0,482.0,1
1421,1,0,1,12,1,1,54.0,0,1600,0,-8.0,62.0,470.0,5
1422,1,0,2,15,2,2,55.0,0,1400,0,-8.0,61.0,500.0,5
1423,1,0,3,10,3,3,54.0,9,1800,0,-10.0,70.0,424.0,5
1424,1,0,2,15,3,5,55.0,0,1400,0,-8.0,48.0,516.0,5
1425,1,0,2,9,1,1,52.0,9,2000,0,-10.0,66.0,396.0,5
1426,1,0,1,15,2,3,55.0,0,1800,0,-8.0,50.0,486.0,5
1427,1,0,1,16,6,12,54.0,0,1150,0,3.0,74.0,472.0,1
1428,1,0,1,16,5,10,53.0,0,1150,0,3.0,74.0,450.0,1
1429,1,0,2,9,4,4,54.0,9,2000,0,-10.0,83.0,470.0,5
1430,1,0,1,15,3,5,55.0,0,1800,0,-8.0,66.0,504.0,5
1431,1,0,3,13,8,12,54.0,9,1800,0,3.0,66.0,438.0,5
1432,1,0,2,9,6,6,52.0,9,2000,0,-10.0,85.0,450.0,1
1433,1,0,3,13,7,11,55.0,9,1800,0,3.0,76.0,498.0,5
1434,1,0,3,10,2,2,55.0,9,1800,0,-10.0,84.0,466.0,1
1435,1,0,1,16,3,5,54.0,0,1150,0,3.0,62.0,426.0,5
1436,1,0,3,13,6,8,51.0,9,1800,0,3.0,66.0,448.0,5
1437,1,0,3,10,8,10,54.0,9,1800,0,-10.0,87.0,464.0,5
1438,1,0,1,12,4,4,54.0,0,1600,0,-8.0,43.0,462.0,5
1439,1,0,3,13,8,13,55.0,9,1800,0,3.0,88.0,500.0,5
1440,1,0,2,15,6,10,55.0,0,1400,0,-8.0,67.0,518.0,1
1441,1,0,2,15,4,7,54.0,0,1400,0,-8.0,21.0,428.0,5
1442,1,0,1,16,6,11,52.0,0,1150,0,3.0,66.0,418.0,5
1443,1,0,3,13,6,9,54.0,9,1800,0,3.0,78.0,444.0,5
