現在時刻,予測時刻,オーダー,予測値,MACD_judge,現在価格,tp,sl
2021/04/10/ 12:10:08,2021-03-24 04:45,買い注文,108.777,1,108.65799999999999,ポジション持ち越し,ポジション持ち越し
2021/04/10/ 12:10:09,2021-03-24 05:00,買い注文,108.816,1,108.61399999999999,ポジション持ち越し,ポジション持ち越し
2021/04/10/ 12:10:09,2021-03-24 05:15,売り注文,108.766,1,108.602,motikosi,108.71000000000001
2021/04/10/ 12:10:09,2021-03-24 05:30,売り注文,108.695,1,108.581,motikosi,108.68900000000001
2021/04/10/ 12:10:09,2021-03-24 05:45,買い注文,108.874,1,108.603,ポジション持ち越し,ポジション持ち越し
2021/04/10/ 12:10:09,2021-03-24 06:00,売り注文,108.844,1,108.567,motikosi,108.675
2021/04/10/ 12:10:09,2021-03-24 06:15,売り注文,108.754,1,108.581,motikosi,108.68900000000001
2021/04/10/ 12:10:09,2021-03-24 06:30,売り注文,108.697,1,108.582,motikosi,108.69
2021/04/10/ 12:10:10,2021-03-24 06:45,買い注文,108.893,0,108.602,ポジション持ち越し,ポジション持ち越し
2021/04/10/ 12:10:10,2021-03-24 07:00,売り注文,108.835,0,108.61900000000001,motikosi,108.72700000000002
2021/04/10/ 12:10:10,2021-03-24 07:15,売り注文,108.742,0,108.63499999999999,motikosi,108.743
2021/04/10/ 12:10:10,2021-03-24 07:30,売り注文,108.689,1,108.616,ポジション持ち越し,ポジション持ち越し
2021/04/10/ 12:10:10,2021-03-24 07:45,買い注文,108.883,0,108.604,ポジション持ち越し,ポジション持ち越し
2021/04/10/ 12:10:10,2021-03-24 08:00,売り注文,108.84,0,108.61099999999999,motikosi,108.719
2021/04/10/ 12:10:10,2021-03-24 08:15,売り注文,108.745,0,108.60900000000001,motikosi,108.71700000000001
2021/04/10/ 12:10:11,2021-03-24 08:30,売り注文,108.694,0,108.61999999999999,motikosi,108.728
2021/04/10/ 12:10:11,2021-03-24 08:45,買い注文,108.886,1,108.632,ポジション持ち越し,ポジション持ち越し
2021/04/10/ 12:10:11,2021-03-24 09:00,売り注文,108.849,1,108.54400000000001,108.507,108.65200000000002
2021/04/10/ 12:10:11,2021-03-24 09:15,売り注文,108.766,1,108.50099999999999,motikosi,108.609
2021/04/10/ 12:10:11,2021-03-24 09:30,売り注文,108.714,0,108.521,motikosi,108.629
2021/04/10/ 12:10:11,2021-03-24 09:45,買い注文,108.733,0,108.56,108.59700000000001,108.452
2021/04/10/ 12:10:11,2021-03-24 10:00,売り注文,108.722,0,108.596,ポジション持ち越し,ポジション持ち越し
2021/04/10/ 12:10:11,2021-03-24 10:15,売り注文,108.71,0,108.63,motikosi,108.738
2021/04/10/ 12:10:12,2021-03-24 10:30,売り注文,108.678,0,108.60400000000001,motikosi,108.71200000000002
2021/04/10/ 12:10:12,2021-03-24 10:45,買い注文,108.732,1,108.585,ポジション持ち越し,ポジション持ち越し
2021/04/10/ 12:10:12,2021-03-24 11:00,買い注文,108.733,1,108.55799999999999,ポジション持ち越し,ポジション持ち越し
2021/04/10/ 12:10:12,2021-03-24 11:15,売り注文,108.725,1,108.522,ポジション持ち越し,ポジション持ち越し
2021/04/10/ 12:10:12,2021-03-24 11:30,売り注文,108.687,1,108.473,motikosi,108.581
2021/04/10/ 12:10:12,2021-03-24 11:45,買い注文,108.73,1,108.508,ポジション持ち越し,ポジション持ち越し
2021/04/10/ 12:10:12,2021-03-24 12:00,売り注文,108.729,1,108.517,108.47999999999999,108.625
2021/04/10/ 12:10:13,2021-03-24 12:15,売り注文,108.718,0,108.47099999999999,motikosi,108.579
2021/04/10/ 12:10:13,2021-03-24 12:30,売り注文,108.666,0,108.505,motikosi,108.613
2021/04/10/ 12:10:13,2021-03-24 12:45,買い注文,108.735,0,108.51799999999999,ポジション持ち越し,ポジション持ち越し
2021/04/10/ 12:10:13,2021-03-24 13:00,売り注文,108.731,0,108.53399999999999,108.571,108.42599999999999
2021/04/10/ 12:10:13,2021-03-24 13:15,売り注文,108.714,0,108.565,108.52799999999999,108.673
2021/04/10/ 12:10:13,2021-03-24 13:30,売り注文,108.673,0,108.535,motikosi,108.643
2021/04/10/ 12:10:13,2021-03-24 13:45,買い注文,108.74,1,108.51899999999999,ポジション持ち越し,ポジション持ち越し
2021/04/10/ 12:10:14,2021-03-24 14:00,売り注文,108.734,0,108.505,motikosi,108.613
2021/04/10/ 12:10:14,2021-03-24 14:15,売り注文,108.722,1,108.51400000000001,108.477,108.62200000000001
2021/04/10/ 12:10:14,2021-03-24 14:30,売り注文,108.676,0,108.49300000000001,motikosi,108.60100000000001
2021/04/10/ 12:10:14,2021-03-24 14:45,買い注文,108.748,0,108.51299999999999,ポジション持ち越し,ポジション持ち越し
2021/04/10/ 12:10:14,2021-03-24 15:00,注文無し,108.748,0,108.513,予測値が同じためオーダーしない,予測値が同じためオーダーしない
2021/04/10/ 12:10:14,2021-03-24 15:15,売り注文,108.726,0,108.533,motikosi,108.641
2021/04/10/ 12:10:14,2021-03-24 15:30,売り注文,108.674,1,108.537,108.5,108.64500000000001
2021/04/10/ 12:10:15,2021-03-24 15:45,買い注文,108.755,1,108.50399999999999,ポジション持ち越し,ポジション持ち越し
2021/04/10/ 12:10:15,2021-03-24 16:00,売り注文,108.746,0,108.497,motikosi,108.605
2021/04/10/ 12:10:15,2021-03-24 16:15,売り注文,108.725,0,108.517,motikosi,108.625
2021/04/10/ 12:10:15,2021-03-24 16:30,売り注文,108.676,0,108.53099999999999,motikosi,108.639
2021/04/10/ 12:10:15,2021-03-24 16:45,買い注文,108.738,0,108.583,108.62,108.475
2021/04/10/ 12:10:15,2021-03-24 17:00,買い注文,108.74,0,108.626,ポジション持ち越し,ポジション持ち越し
2021/04/10/ 12:10:15,2021-03-24 17:15,売り注文,108.735,0,108.621,motikosi,108.729
2021/04/10/ 12:10:16,2021-03-24 17:30,売り注文,108.691,0,108.599,motikosi,108.70700000000001
2021/04/10/ 12:10:16,2021-03-24 17:45,買い注文,108.765,0,108.598,108.635,108.49
2021/04/10/ 12:10:16,2021-03-24 18:00,売り注文,108.76,0,108.651,motikosi,108.759
2021/04/10/ 12:10:16,2021-03-24 18:15,売り注文,108.744,0,108.66499999999999,motikosi,108.773
2021/04/10/ 12:10:16,2021-03-24 18:30,売り注文,108.7,0,108.634,motikosi,108.742
2021/04/10/ 12:10:16,2021-03-24 18:45,買い注文,108.776,0,108.661,108.69800000000001,108.553
2021/04/10/ 12:10:16,2021-03-24 19:00,売り注文,108.764,1,108.677,108.64,108.78500000000001
2021/04/10/ 12:10:17,2021-03-24 19:15,売り注文,108.752,1,108.643,motikosi,108.751
2021/04/10/ 12:10:17,2021-03-24 19:30,売り注文,108.7,0,108.632,motikosi,108.74000000000001
2021/04/10/ 12:10:17,2021-03-24 19:45,買い注文,108.775,0,108.706,108.74300000000001,108.598
2021/04/10/ 12:10:17,2021-03-24 20:00,売り注文,108.756,0,108.742,motikosi,108.85000000000001
2021/04/10/ 12:10:17,2021-03-24 20:15,売り注文,108.751,0,108.71499999999999,motikosi,108.823
2021/04/10/ 12:10:17,2021-03-24 20:30,売り注文,108.721,1,108.72900000000001,108.69200000000001,108.83700000000002
2021/04/10/ 12:10:17,2021-03-24 20:45,買い注文,108.763,1,108.71600000000001,ポジション持ち越し,ポジション持ち越し
2021/04/10/ 12:10:17,2021-03-24 21:00,売り注文,108.762,1,108.679,motikosi,108.787
2021/04/10/ 12:10:18,2021-03-24 21:15,売り注文,108.752,1,108.683,108.646,108.79100000000001
2021/04/10/ 12:10:18,2021-03-24 21:30,売り注文,108.695,1,108.65499999999999,motikosi,108.76299999999999
2021/04/10/ 12:10:18,2021-03-24 21:45,買い注文,108.787,1,108.665,ポジション持ち越し,ポジション持ち越し
2021/04/10/ 12:10:18,2021-03-24 22:00,売り注文,108.773,0,108.66999999999999,motikosi,108.77799999999999
2021/04/10/ 12:10:18,2021-03-24 22:15,売り注文,108.743,1,108.701,motikosi,108.809
2021/04/10/ 12:10:18,2021-03-24 22:30,売り注文,108.69,0,108.68900000000001,motikosi,108.79700000000001
2021/04/10/ 12:10:18,2021-03-24 22:45,買い注文,108.755,0,108.74900000000001,108.712,108.85700000000001
2021/04/10/ 12:10:19,2021-03-24 23:00,買い注文,108.799,0,108.89200000000001,108.92900000000002,108.784
2021/04/10/ 12:10:19,2021-03-24 23:15,買い注文,108.888,0,108.9,ポジション持ち越し,ポジション持ち越し
2021/04/10/ 12:10:19,2021-03-24 23:30,売り注文,108.864,0,108.879,108.842,108.98700000000001
2021/04/10/ 12:10:19,2021-03-24 23:45,売り注文,108.85,0,108.86900000000001,motikosi,108.97700000000002
2021/04/10/ 12:10:19,2021-03-25 00:00,買い注文,108.87,0,108.89200000000001,108.92900000000002,108.784
2021/04/10/ 12:10:19,2021-03-25 00:15,買い注文,108.887,0,108.898,ポジション持ち越し,ポジション持ち越し
2021/04/10/ 12:10:19,2021-03-25 00:30,売り注文,108.882,1,108.90499999999999,108.86799999999998,109.01299999999999
2021/04/10/ 12:10:20,2021-03-25 00:45,売り注文,108.877,1,108.87499999999999,motikosi,108.98299999999999
2021/04/10/ 12:10:20,2021-03-25 01:00,売り注文,108.861,1,108.884,motikosi,108.992
2021/04/10/ 12:10:20,2021-03-25 01:15,買い注文,108.871,1,108.86900000000001,108.83200000000001,108.97700000000002
2021/04/10/ 12:10:20,2021-03-25 01:30,売り注文,108.839,1,108.817,108.77999999999999,108.925
2021/04/10/ 12:10:20,2021-03-25 01:45,売り注文,108.795,1,108.80499999999999,108.76799999999999,108.913
2021/04/10/ 12:10:20,2021-03-25 02:00,売り注文,108.783,1,108.757,motikosi,108.86500000000001
2021/04/10/ 12:10:20,2021-03-25 02:15,売り注文,108.761,1,108.761,motikosi,108.869
2021/04/10/ 12:10:21,2021-03-25 02:30,売り注文,108.758,1,108.808,motikosi,108.91600000000001
2021/04/10/ 12:10:21,2021-03-25 02:45,買い注文,108.799,1,108.81299999999999,ポジション持ち越し,ポジション持ち越し
2021/04/10/ 12:10:21,2021-03-25 03:00,売り注文,108.792,1,108.78099999999999,motikosi,108.889
2021/04/10/ 12:10:21,2021-03-25 03:15,売り注文,108.773,1,108.783,motikosi,108.891
2021/04/10/ 12:10:21,2021-03-25 03:30,売り注文,108.766,1,108.785,108.74799999999999,108.893
2021/04/10/ 12:10:21,2021-03-25 03:45,買い注文,108.773,1,108.745,ポジション持ち越し,ポジション持ち越し
2021/04/10/ 12:10:21,2021-03-25 04:00,売り注文,108.755,1,108.741,motikosi,108.849
2021/04/10/ 12:10:22,2021-03-25 04:15,売り注文,108.74,1,108.723,108.68599999999999,108.831
2021/04/10/ 12:10:22,2021-03-25 04:30,売り注文,108.666,1,108.697,motikosi,108.805
2021/04/10/ 12:10:22,2021-03-25 04:45,買い注文,108.753,1,108.71,ポジション持ち越し,ポジション持ち越し
2021/04/10/ 12:10:22,2021-03-25 05:00,売り注文,108.746,1,108.703,motikosi,108.811
2021/04/10/ 12:10:22,2021-03-25 05:15,売り注文,108.71,1,108.681,motikosi,108.789
2021/04/10/ 12:10:22,2021-03-25 05:30,売り注文,108.63,1,108.683,motikosi,108.79100000000001
2021/04/10/ 12:10:22,2021-03-25 05:45,買い注文,108.763,0,108.68799999999999,108.725,108.57999999999998
2021/04/10/ 12:10:23,2021-03-25 06:00,売り注文,108.749,0,108.723,motikosi,108.831
2021/04/10/ 12:10:23,2021-03-25 06:15,売り注文,108.728,0,108.727,motikosi,108.83500000000001
2021/04/10/ 12:10:23,2021-03-25 06:30,売り注文,108.709,0,108.738,ポジション持ち越し,ポジション持ち越し
2021/04/10/ 12:10:23,2021-03-25 06:45,買い注文,108.768,0,108.741,ポジション持ち越し,ポジション持ち越し
2021/04/10/ 12:10:23,2021-03-25 07:00,売り注文,108.767,0,108.753,motikosi,108.861
2021/04/10/ 12:10:23,2021-03-25 07:15,売り注文,108.757,0,108.767,motikosi,108.875
2021/04/10/ 12:10:23,2021-03-25 07:30,売り注文,108.722,0,108.74,motikosi,108.848
2021/04/10/ 12:10:24,2021-03-25 07:45,買い注文,108.776,0,108.736,ポジション持ち越し,ポジション持ち越し
2021/04/10/ 12:10:24,2021-03-25 08:00,売り注文,108.771,0,108.74499999999999,motikosi,108.853
2021/04/10/ 12:10:24,2021-03-25 08:15,売り注文,108.745,0,108.74,motikosi,108.848
2021/04/10/ 12:10:24,2021-03-25 08:30,売り注文,108.674,0,108.747,motikosi,108.855
2021/04/10/ 12:10:24,2021-03-25 08:45,買い注文,108.779,1,108.75200000000001,ポジション持ち越し,ポジション持ち越し
2021/04/10/ 12:10:24,2021-03-25 09:00,売り注文,108.774,0,108.73400000000001,motikosi,108.84200000000001
2021/04/10/ 12:10:24,2021-03-25 09:15,売り注文,108.748,0,108.76499999999999,motikosi,108.87299999999999
2021/04/10/ 12:10:25,2021-03-25 09:30,売り注文,108.729,0,108.788,motikosi,108.896
2021/04/10/ 12:10:25,2021-03-25 09:45,買い注文,108.8,0,108.85700000000001,ポジション持ち越し,ポジション持ち越し
2021/04/10/ 12:10:25,2021-03-25 10:00,買い注文,108.836,0,108.848,ポジション持ち越し,ポジション持ち越し
2021/04/10/ 12:10:25,2021-03-25 10:15,売り注文,108.82,0,108.849,motikosi,108.95700000000001
2021/04/10/ 12:10:25,2021-03-25 10:30,買い注文,108.831,0,108.88,108.917,108.77199999999999
2021/04/10/ 12:10:25,2021-03-25 10:45,買い注文,108.898,0,108.944,ポジション持ち越し,ポジション持ち越し
2021/04/10/ 12:10:25,2021-03-25 11:00,買い注文,108.921,0,108.93,108.96700000000001,108.822
2021/04/10/ 12:10:26,2021-03-25 11:15,買い注文,108.929,0,108.95200000000001,ポジション持ち越し,ポジション持ち越し
2021/04/10/ 12:10:26,2021-03-25 11:30,売り注文,108.926,0,108.91900000000001,motikosi,109.02700000000002
2021/04/10/ 12:10:26,2021-03-25 11:45,買い注文,108.936,0,108.962,ポジション持ち越し,ポジション持ち越し
2021/04/10/ 12:10:26,2021-03-25 12:00,買い注文,108.94,0,108.94,ポジション持ち越し,ポジション持ち越し
2021/04/10/ 12:10:26,2021-03-25 12:15,売り注文,108.924,1,108.94900000000001,108.912,109.05700000000002
2021/04/10/ 12:10:26,2021-03-25 12:30,買い注文,108.925,1,108.909,motikosi,109.01700000000001
2021/04/10/ 12:10:26,2021-03-25 12:45,売り注文,108.891,1,108.87499999999999,motikosi,108.98299999999999
2021/04/10/ 12:10:27,2021-03-25 13:00,売り注文,108.872,1,108.899,motikosi,109.007
2021/04/10/ 12:10:27,2021-03-25 13:15,買い注文,108.882,1,108.90799999999999,ポジション持ち越し,ポジション持ち越し
2021/04/10/ 12:10:27,2021-03-25 13:30,買い注文,108.895,0,108.9,108.93700000000001,108.792
2021/04/10/ 12:10:27,2021-03-25 13:45,買い注文,108.917,0,108.964,ポジション持ち越し,ポジション持ち越し
2021/04/10/ 12:10:27,2021-03-25 14:00,買い注文,108.955,1,108.955,ポジション持ち越し,ポジション持ち越し
2021/04/10/ 12:10:27,2021-03-25 14:15,売り注文,108.931,1,108.931,motikosi,109.039
2021/04/10/ 12:10:27,2021-03-25 14:30,売り注文,108.916,1,108.918,motikosi,109.02600000000001
2021/04/10/ 12:10:27,2021-03-25 14:45,買い注文,108.925,1,108.94,ポジション持ち越し,ポジション持ち越し
2021/04/10/ 12:10:28,2021-03-25 15:00,買い注文,108.932,1,108.941,ポジション持ち越し,ポジション持ち越し
2021/04/10/ 12:10:28,2021-03-25 15:15,注文無し,108.932,1,108.947,予測値が同じためオーダーしない,予測値が同じためオーダーしない
2021/04/10/ 12:10:28,2021-03-25 15:30,売り注文,108.928,0,108.93499999999999,motikosi,109.04299999999999
2021/04/10/ 12:10:28,2021-03-25 15:45,買い注文,108.949,1,108.96,ポジション持ち越し,ポジション持ち越し
2021/04/10/ 12:10:28,2021-03-25 16:00,買い注文,108.956,0,108.96,ポジション持ち越し,ポジション持ち越し
2021/04/10/ 12:10:28,2021-03-25 16:15,注文無し,108.956,1,108.96499999999999,予測値が同じためオーダーしない,予測値が同じためオーダーしない
2021/04/10/ 12:10:28,2021-03-25 16:30,売り注文,108.951,0,108.956,motikosi,109.06400000000001
2021/04/10/ 12:10:29,2021-03-25 16:45,買い注文,108.957,0,108.988,ポジション持ち越し,ポジション持ち越し
2021/04/10/ 12:10:29,2021-03-25 17:00,買い注文,108.974,1,108.98200000000001,ポジション持ち越し,ポジション持ち越し
2021/04/10/ 12:10:29,2021-03-25 17:15,売り注文,108.97,0,108.96499999999999,108.92799999999998,109.073
2021/04/10/ 12:10:29,2021-03-25 17:30,買い注文,109.002,0,109.07700000000001,ポジション持ち越し,ポジション持ち越し
2021/04/10/ 12:10:29,2021-03-25 17:45,買い注文,109.067,0,109.061,109.09800000000001,108.953
2021/04/10/ 12:10:29,2021-03-25 18:00,買い注文,109.071,0,109.094,109.131,108.98599999999999
2021/04/10/ 12:10:29,2021-03-25 18:15,買い注文,109.103,0,109.12799999999999,109.16499999999999,109.01999999999998
2021/04/10/ 12:10:30,2021-03-25 18:30,買い注文,109.129,0,109.12700000000001,ポジション持ち越し,ポジション持ち越し
2021/04/10/ 12:10:30,2021-03-25 18:45,売り注文,109.113,0,109.10400000000001,motikosi,109.21200000000002
2021/04/10/ 12:10:30,2021-03-25 19:00,売り注文,109.095,1,109.112,109.07499999999999,109.22
2021/04/10/ 12:10:30,2021-03-25 19:15,注文無し,109.095,1,109.077,予測値が同じためオーダーしない,予測値が同じためオーダーしない
2021/04/10/ 12:10:30,2021-03-25 19:30,売り注文,109.064,1,109.052,motikosi,109.16000000000001
2021/04/10/ 12:10:30,2021-03-25 19:45,売り注文,109.052,1,109.07300000000001,motikosi,109.18100000000001
2021/04/10/ 12:10:30,2021-03-25 20:00,買い注文,109.061,1,109.061,109.09800000000001,108.953
2021/04/10/ 12:10:31,2021-03-25 20:15,買い注文,109.07,0,109.083,ポジション持ち越し,ポジション持ち越し
2021/04/10/ 12:10:31,2021-03-25 20:30,買い注文,109.086,1,109.10799999999999,ポジション持ち越し,ポジション持ち越し
2021/04/10/ 12:10:31,2021-03-25 20:45,買い注文,109.095,1,109.102,ポジション持ち越し,ポジション持ち越し
2021/04/10/ 12:10:31,2021-03-25 21:00,売り注文,109.091,1,109.087,109.05,109.19500000000001
2021/04/10/ 12:10:31,2021-03-25 21:15,売り注文,109.068,1,109.053,motikosi,109.161
2021/04/10/ 12:10:31,2021-03-25 21:30,売り注文,109.064,1,109.091,motikosi,109.199
2021/04/10/ 12:10:31,2021-03-25 21:45,買い注文,109.083,1,109.095,109.132,108.987
2021/04/10/ 12:10:32,2021-03-25 22:00,買い注文,109.102,0,109.10700000000001,109.14400000000002,108.99900000000001
2021/04/10/ 12:10:32,2021-03-25 22:15,買い注文,109.111,1,109.14399999999999,ポジション持ち越し,ポジション持ち越し
2021/04/10/ 12:10:32,2021-03-25 22:30,買い注文,109.127,1,109.118,ポジション持ち越し,ポジション持ち越し
2021/04/10/ 12:10:32,2021-03-25 22:45,売り注文,109.097,1,109.08900000000001,109.052,109.19700000000002
2021/04/10/ 12:10:32,2021-03-25 23:00,売り注文,109.068,1,109.05900000000001,motikosi,109.16700000000002
2021/04/10/ 12:10:32,2021-03-25 23:15,買い注文,109.077,1,109.11399999999999,ポジション持ち越し,ポジション持ち越し
2021/04/10/ 12:10:32,2021-03-25 23:30,買い注文,109.11,1,109.102,109.13900000000001,108.994
2021/04/10/ 12:10:33,2021-03-25 23:45,売り注文,109.102,1,109.114,motikosi,109.22200000000001
2021/04/10/ 12:10:33,2021-03-26 00:00,買い注文,109.109,0,109.11200000000001,109.14900000000002,109.004
2021/04/10/ 12:10:33,2021-03-26 00:15,買い注文,109.136,1,109.162,ポジション持ち越し,ポジション持ち越し
2021/04/10/ 12:10:33,2021-03-26 00:30,注文無し,109.136,1,109.095,予測値が同じためオーダーしない,予測値が同じためオーダーしない
2021/04/10/ 12:10:33,2021-03-26 00:45,売り注文,109.09,0,109.099,motikosi,109.20700000000001
2021/04/10/ 12:10:33,2021-03-26 01:00,買い注文,109.113,0,109.147,motikosi,109.25500000000001
2021/04/10/ 12:10:33,2021-03-26 01:15,買い注文,109.148,1,109.161,ポジション持ち越し,ポジション持ち越し
2021/04/10/ 12:10:34,2021-03-26 01:30,買い注文,109.149,1,109.134,ポジション持ち越し,ポジション持ち越し
2021/04/10/ 12:10:34,2021-03-26 01:45,売り注文,109.126,1,109.14099999999999,motikosi,109.249
2021/04/10/ 12:10:34,2021-03-26 02:00,買い注文,109.135,1,109.13799999999999,ポジション持ち越し,ポジション持ち越し
2021/04/10/ 12:10:34,2021-03-26 02:15,売り注文,109.132,0,109.14099999999999,motikosi,109.249
2021/04/10/ 12:10:34,2021-03-26 02:30,買い注文,109.146,0,109.17299999999999,109.21,109.06499999999998
2021/04/10/ 12:10:34,2021-03-26 02:45,買い注文,109.18,0,109.17,109.20700000000001,109.062
2021/04/10/ 12:10:34,2021-03-26 03:00,注文無し,109.18,1,109.207,予測値が同じためオーダーしない,予測値が同じためオーダーしない
2021/04/10/ 12:10:35,2021-03-26 03:15,買い注文,109.197,1,109.167,109.13,109.275
2021/04/10/ 12:10:35,2021-03-26 03:30,売り注文,109.147,1,109.12400000000001,motikosi,109.23200000000001
2021/04/10/ 12:10:35,2021-03-26 03:45,売り注文,109.127,1,109.114,motikosi,109.22200000000001
2021/04/10/ 12:10:35,2021-03-26 04:00,売り注文,109.117,1,109.099,motikosi,109.20700000000001
2021/04/10/ 12:10:35,2021-03-26 04:15,売り注文,109.102,1,109.093,motikosi,109.20100000000001
2021/04/10/ 12:10:35,2021-03-26 04:30,売り注文,109.101,1,109.11099999999999,motikosi,109.219
2021/04/10/ 12:10:35,2021-03-26 04:45,買い注文,109.103,0,109.095,109.132,108.987
2021/04/10/ 12:10:36,2021-03-26 05:00,買い注文,109.114,1,109.156,ポジション持ち越し,ポジション持ち越し
2021/04/10/ 12:10:36,2021-03-26 05:15,買い注文,109.142,1,109.12299999999999,ポジション持ち越し,ポジション持ち越し
2021/04/10/ 12:10:36,2021-03-26 05:30,売り注文,109.117,0,109.113,motikosi,109.221
2021/04/10/ 12:10:36,2021-03-26 05:45,買い注文,109.127,0,109.153,motikosi,109.26100000000001
2021/04/10/ 12:10:36,2021-03-26 06:00,買い注文,109.151,0,109.16799999999999,ポジション持ち越し,ポジション持ち越し
2021/04/10/ 12:10:36,2021-03-26 06:15,買い注文,109.164,0,109.18,ポジション持ち越し,ポジション持ち越し
2021/04/10/ 12:10:37,2021-03-26 06:30,買い注文,109.171,0,109.186,ポジション持ち越し,ポジション持ち越し
2021/04/10/ 12:10:37,2021-03-26 06:45,売り注文,109.168,0,109.173,motikosi,109.281
2021/04/10/ 12:10:37,2021-03-26 07:00,売り注文,109.163,0,109.17099999999999,motikosi,109.279
2021/04/10/ 12:10:37,2021-03-26 07:15,売り注文,109.162,1,109.177,motikosi,109.28500000000001
2021/04/10/ 12:10:37,2021-03-26 07:30,買い注文,109.164,1,109.17299999999999,ポジション持ち越し,ポジション持ち越し
2021/04/10/ 12:10:37,2021-03-26 07:45,売り注文,109.157,0,109.158,motikosi,109.266
2021/04/10/ 12:10:37,2021-03-26 08:00,売り注文,109.153,1,109.175,motikosi,109.283
2021/04/10/ 12:10:38,2021-03-26 08:15,買い注文,109.158,1,109.17399999999999,ポジション持ち越し,ポジション持ち越し
2021/04/10/ 12:10:38,2021-03-26 08:30,売り注文,109.155,1,109.163,motikosi,109.271
2021/04/10/ 12:10:38,2021-03-26 08:45,買い注文,109.156,0,109.17099999999999,motikosi,109.279
2021/04/10/ 12:10:38,2021-03-26 09:00,買い注文,109.174,0,109.21,ポジション持ち越し,ポジション持ち越し
2021/04/10/ 12:10:38,2021-03-26 09:15,買い注文,109.194,1,109.2,ポジション持ち越し,ポジション持ち越し
2021/04/10/ 12:10:38,2021-03-26 09:30,売り注文,109.178,0,109.177,109.14,109.28500000000001
2021/04/10/ 12:10:38,2021-03-26 09:45,売り注文,109.17,0,109.191,motikosi,109.299
2021/04/10/ 12:10:39,2021-03-26 10:00,買い注文,109.199,0,109.234,109.271,109.12599999999999
2021/04/10/ 12:10:39,2021-03-26 10:15,買い注文,109.233,0,109.272,109.30900000000001,109.164
2021/04/10/ 12:10:39,2021-03-26 10:30,買い注文,109.265,1,109.27600000000001,ポジション持ち越し,ポジション持ち越し
2021/04/10/ 12:10:39,2021-03-26 10:45,売り注文,109.249,1,109.223,motikosi,109.331
2021/04/10/ 12:10:39,2021-03-26 11:00,売り注文,109.213,1,109.223,motikosi,109.331
2021/04/10/ 12:10:39,2021-03-26 11:15,買い注文,109.222,1,109.227,motikosi,109.33500000000001
2021/04/10/ 12:10:39,2021-03-26 11:30,売り注文,109.209,1,109.205,motikosi,109.313
2021/04/10/ 12:10:40,2021-03-26 11:45,売り注文,109.19,1,109.19900000000001,motikosi,109.30700000000002
2021/04/10/ 12:10:40,2021-03-26 12:00,買い注文,109.199,1,109.212,ポジション持ち越し,ポジション持ち越し
2021/04/10/ 12:10:40,2021-03-26 12:15,買い注文,109.207,0,109.212,ポジション持ち越し,ポジション持ち越し
2021/04/10/ 12:10:40,2021-03-26 12:30,注文無し,109.207,0,109.231,予測値が同じためオーダーしない,予測値が同じためオーダーしない
2021/04/10/ 12:10:40,2021-03-26 12:45,買い注文,109.228,1,109.25399999999999,ポジション持ち越し,ポジション持ち越し
2021/04/10/ 12:10:40,2021-03-26 13:00,買い注文,109.231,0,109.232,motikosi,109.34
2021/04/10/ 12:10:40,2021-03-26 13:15,買い注文,109.233,1,109.26700000000001,ポジション持ち越し,ポジション持ち越し
2021/04/10/ 12:10:41,2021-03-26 13:30,買い注文,109.241,0,109.242,ポジション持ち越し,ポジション持ち越し
2021/04/10/ 12:10:41,2021-03-26 13:45,売り注文,109.237,1,109.255,motikosi,109.363
2021/04/10/ 12:10:41,2021-03-26 14:00,買い注文,109.246,0,109.25399999999999,ポジション持ち越し,ポジション持ち越し
2021/04/10/ 12:10:41,2021-03-26 14:15,売り注文,109.245,0,109.26400000000001,motikosi,109.37200000000001
2021/04/10/ 12:10:41,2021-03-26 14:30,買い注文,109.255,1,109.28,ポジション持ち越し,ポジション持ち越し
2021/04/10/ 12:10:41,2021-03-26 14:45,注文無し,109.255,1,109.253,予測値が同じためオーダーしない,予測値が同じためオーダーしない
2021/04/10/ 12:10:41,2021-03-26 15:00,売り注文,109.237,1,109.241,motikosi,109.349
2021/04/10/ 12:10:42,2021-03-26 15:15,売り注文,109.228,1,109.22800000000001,motikosi,109.33600000000001
2021/04/10/ 12:10:42,2021-03-26 15:30,売り注文,109.226,0,109.248,motikosi,109.35600000000001
2021/04/10/ 12:10:42,2021-03-26 15:45,買い注文,109.247,1,109.27,ポジション持ち越し,ポジション持ち越し
2021/04/10/ 12:10:42,2021-03-26 16:00,買い注文,109.25,0,109.257,ポジション持ち越し,ポジション持ち越し
2021/04/10/ 12:10:42,2021-03-26 16:15,売り注文,109.246,1,109.26499999999999,motikosi,109.37299999999999
2021/04/10/ 12:10:42,2021-03-26 16:30,買い注文,109.252,1,109.262,ポジション持ち越し,ポジション持ち越し
2021/04/10/ 12:10:42,2021-03-26 16:45,売り注文,109.245,1,109.238,motikosi,109.346
2021/04/10/ 12:10:43,2021-03-26 17:00,売り注文,109.226,1,109.247,motikosi,109.355
2021/04/10/ 12:10:43,2021-03-26 17:15,買い注文,109.249,0,109.257,motikosi,109.36500000000001
2021/04/10/ 12:10:43,2021-03-26 17:30,買い注文,109.289,0,109.32600000000001,109.36300000000001,109.218
2021/04/10/ 12:10:43,2021-03-26 17:45,買い注文,109.357,0,109.38600000000001,109.42300000000002,109.278
